pcs,lps,loss,entropy,broken
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
-1.410391983793802,-1.4103918776677273,1.4242761157419406,1.2899632297169343,False
-0.9771276386682296,-0.9771277560713292,0.9758759185377635,1.0435872177889822,False
1.533541080745688,1.533541304538853,-1.5001280124135108,-1.6091648366296267,False
1.1522169975853924,1.152217001267404,-1.150433761559431,-1.1923738279051384,False
0.09745066852439539,0.09745066589589736,-0.11284133107976106,-0.03244246118773596,False
1.3955706449538907,1.3955704329741068,-1.3755434644014923,-1.4533555275768442,False
-0.8161719240608482,-0.8161718177919929,0.8113627637887034,0.919434287739877,False
-1.89963727331349,-1.8996373920470346,1.9422037092930935,1.401094551585024,False
1.2922128422728718,1.292212846978387,-1.2807516260302285,-1.3411964941969505,False
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
-1.0228510937371975,-1.0228510994123186,1.0227954701175481,1.0757721746678277,False
-1.0826389141803177,-1.0826389199319744,1.0842814926890314,1.1157260614073814,False
-0.9873108256831813,-0.9873106077068645,0.9863184913288914,1.0508753890549087,False
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
0.563364137264067,0.5633641370746804,-0.58086870851964,-0.5660069277114994,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
1.3617721073336495,1.3617723300796303,-1.344681596055116,-1.41637196649753,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
-1.0972565802127643,-1.0972562502601495,1.0993377725554834,1.1251217238899767,False
0.06166693016266757,0.06166692737582598,-0.0766171828614399,0.009617075571183156,False
1.613705798952927,1.6137058061362273,-1.5714635361384293,-1.7056324081374992,False
0.6356367690196066,0.6356367692631693,-0.6523924540883402,-0.6447644162989864,False
-1.7422900424039134,-1.7422900485871355,1.7741822462668315,1.3853208199111253,False
1.1061974990106627,1.1061975023641255,-1.1071284501093626,-1.143861864835591,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
1.4425713915820266,1.442571180038235,-1.418238326868215,-1.5054303437355419,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
-1.5119009659755585,-1.5119007475623094,1.5306632800856979,1.3279781561043273,False
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
-1.5665885773688764,-1.5665885835055695,1.588205682397168,1.3452465585058497,True
-0.48722818521501243,-0.48722818986458294,0.47772064438102013,0.6177035779167388,False
0.80549420038275,0.8054942016932805,-0.818871968295176,-0.8268647009185461,False
