pcs,lps,loss,entropy,repaired
-1.259493977391277,1.2594941324695064,-1.2513757726915788,1.1811919537530855,False
1.0685427099179288,-1.0685425747238388,1.0720568209486476,-1.0791823488443608,False
-0.5987335497060338,0.5987334706039521,-0.6141692266531715,0.7511862245257428,False
0.6737038626632866,-0.673703905173149,0.6660936071472735,-0.6340834529187553,False
0.6837001761898129,-0.6837004199426403,0.6763053252490326,-0.6451370912017297,False
1.4160640671523925,-1.4160642499030853,1.4339999380400648,-1.5555441455469747,False
1.3972643458331757,-1.3972643366565467,1.4143078888598886,-1.5183773716221662,False
0.1969936085492782,-0.1969936947496809,0.1826587856777607,-0.09929916971618943,False
-1.2194808084963944,1.2194806484321417,-1.2139002022598233,1.1659790074450533,True
-0.9863473567628885,0.9863474388177208,-0.992420114116368,1.047551648470837,True
-0.15117202646168745,0.15117194476115078,-0.16735928500599884,0.29564072999393726,False
-0.806952440307022,0.8069523611603259,-0.8187240552095812,0.9244397759950773,False
-0.9831337360906093,0.9831335755186698,-0.9893317123597178,1.045580011890729,False
0.23497233841818402,-0.23497242512375607,0.22094854736917346,-0.14280323645253604,False
0.8654316993690382,-0.86543174379701,0.8625405908224985,-0.8470551070884258,False
0.5319032431737424,-0.5319035320524043,0.5215926522202338,-0.47714990927205736,False
-0.3958274188580397,0.39582725233898663,-0.4124766578843897,0.5561860332665638,False
1.1762332691472672,-1.1762331861226543,1.1837462336455484,-1.2086641763561674,False
0.41159903502751377,-0.4115989285694514,0.3994882088989706,-0.3430448689091943,False
0.833455307941221,-0.83345545398342,0.82968879869195,-0.8113050417348038,True
1.4204785599337233,-1.4204785149485786,1.4386264496152346,-1.5666649124602643,False
0.8808021534956354,-0.8808021980852823,0.8783443023043871,-0.8642920724430792,False
-1.1560469503216002,1.1560467902071299,-1.1541547324572017,1.1387103966123515,False
1.1218766265332434,-1.1218764129738987,1.1273189567271666,-1.1424913441167839,False
1.1537665925147564,-1.1537665617266597,1.1604107533879102,-1.181079721825244,False
0.5760740205887688,-0.576074062194734,0.5665352771079785,-0.5261043464256743,False
-0.7522698764019097,0.7522699632008059,-0.7652849667701773,0.8819039361876649,False
-1.3184902457035395,1.3184902423457479,-1.306323841320713,1.200753505912961,False
-0.1530580671542464,0.1530578954453107,-0.16925332977097582,0.2977266332787975,False
1.1820669334016416,-1.1820667979946375,1.1898086097674985,-1.2158869782972197,False
-0.7300969012434683,0.7300970716294263,-0.7435559985442891,0.8640317335196535,True
-0.9803810490637538,0.980381050321268,-0.986685786202859,1.0438840138797494,False
-0.9249510464722035,0.924950885633023,-0.9332690308622215,1.0083688601923149,False
-1.4312144539607992,1.4312142936513672,-1.4102567451603056,1.2283640424987072,False
1.3717979403816278,-1.3717978911630555,1.3876525771531216,-1.4752701053831576,False
-0.4745403887284285,0.47454039513644997,-0.4909456544954297,0.6345198141746301,True
