pcs,lps,entropy,loss,repaired
0.7062429785728455,0.1468785554170608,0.6019733548164368,1.1073617935180664,True
0.8110553026199341,0.0944723635911941,0.4512243568897247,1.1787415742874146,True
0.5318849086761475,0.2340575605630874,0.785017728805542,0.9940431714057922,True
0.475239485502243,0.2623802721500397,0.8303170204162598,0.958736777305603,True
0.4221905171871185,0.2889047563076019,0.8673021793365479,0.9263595342636108,True
0.5104984045028687,0.2447507828474044,0.8028517961502075,0.980624794960022,False
0.0774784386157989,0.4612607657909393,0.995665431022644,0.732636570930481,True
0.6945512294769287,0.1527244001626968,0.6166163086891174,1.099548578262329,True
0.4796173572540283,0.2601913213729858,0.8270349502563477,0.961438536643982,True
0.6393887400627136,0.1803056448698043,0.6807451248168945,1.063096284866333,True
0.7018264532089233,0.1490867882966995,0.6075502634048462,1.1044068336486816,True
0.1256751120090484,0.4371624290943146,0.9885766506195068,0.7579576969146729,True
0.2600193619728088,0.3699903488159179,0.9506646394729614,0.8315843939781189,False
0.0847840309143066,0.4576079845428467,0.9948084354400636,0.7364374995231628,True
0.4200119078159332,0.2899940311908722,0.8687136173248291,0.9250441789627076,True
0.714436411857605,0.1427817642688751,0.5914779305458069,1.112855315208435,True
0.1239936649799346,0.4380031526088714,0.9888811111450196,0.7570645809173584,True
0.496004045009613,0.2519980072975158,0.814429521560669,0.971591591835022,True
0.4519245624542236,0.2740377187728882,0.8471990823745728,0.944424569606781,True
0.6849004030227661,0.1575497984886169,0.628415584564209,1.0931220054626465,True
0.6842061281204224,0.1578969061374664,0.6292545199394226,1.0926605463027954,True
0.0190318822860717,0.4904840588569641,0.9997386932373048,0.70270836353302,True
0.4508264064788818,0.2745867967605591,0.847969651222229,0.9437536597251892,True
0.4855478405952453,0.2572261095046997,0.8225315809249878,0.9651056528091432,True
0.2106420993804931,0.3946789503097534,0.9677526950836182,0.8040042519569397,True
0.3192100524902344,0.3403949737548828,0.9251961708068848,0.8654354214668274,True
0.0960900783538818,0.4519549608230591,0.9933292865753174,0.742345929145813,True
0.6091204881668091,0.1954397708177566,0.712713360786438,1.0433862209320068,True
0.0283389389514923,0.4858305156230926,0.9994206428527832,0.7074170112609863,True
0.0729196965694427,0.4635401666164398,0.9961609840393066,0.730271577835083,True
0.8452463746070862,0.0773767754435539,0.3928680419921875,1.202537178993225,True
0.8277236223220825,0.0861381888389587,0.4234465062618255,1.1903111934661863,True
0.932647943496704,0.0336759984493255,0.2125043869018554,1.2644739151000977,True
0.0775457918643951,0.4612270891666412,0.9956579208374025,0.7326714992523193,True
0.2020420730113983,0.398978978395462,0.9703502058982848,0.7992621660232544,True
0.313430517911911,0.3432847559452057,0.927927315235138,0.8620922565460205,True
0.4984464049339294,0.2507768273353576,0.8125069737434387,0.9731101989746094,True
0.3706068992614746,0.3146965503692627,0.8985205888748169,0.8955219388008118,True
0.5137373805046082,0.2431312799453735,0.8002089262008667,0.982650101184845,True
0.3561600744724273,0.3219199478626251,0.9064571261405944,0.8870004415512085,True
0.1543098390102386,0.4228450953960418,0.9827548265457152,0.77327561378479,True
0.6562570333480835,0.1718714833259582,0.6619681119918823,1.074170708656311,True
0.4837154746055603,0.2581422328948974,0.8239300847053528,0.963971734046936,False
0.3952243626117706,0.3023878037929535,0.8841902017593384,0.91015887260437,True
0.6890010833740234,0.1554994583129882,0.6234332323074341,1.095850110054016,True
0.9743068814277648,0.0128465695306658,0.0991222932934761,1.294543743133545,True
0.6690984964370728,0.1654507219791412,0.6471914052963257,1.08264422416687,True
0.8099230527877808,0.095038503408432,0.4530676901340484,1.1779577732086182,False
0.9695304036140442,0.0152347572147846,0.1137753874063491,1.2910783290863037,False
0.3393895030021667,0.330305278301239,0.9152379035949708,0.8771714568138123,True
0.1721675395965576,0.4139162302017212,0.9785112142562866,0.7829315662384033,True
0.6479121446609497,0.1760438978672027,0.6713457107543945,1.0686841011047363,True
0.5974311232566833,0.2012844532728195,0.7244895696640015,1.0358301401138306,True
0.4350832104682922,0.2824583649635315,0.8587789535522461,0.934166669845581,True
0.1662426888942718,0.4168786704540252,0.9799715280532836,0.7797191143035889,True
0.1337314844131469,0.4331342577934265,0.9870606660842896,0.7622467875480652,True
0.142006516456604,0.428996741771698,0.985404133796692,0.7666690349578857,True
0.1504692137241363,0.4247653782367706,0.9836057424545288,0.7712092399597168,True
0.7061562538146973,0.1469218432903289,0.6020833253860474,1.1073037385940552,True
0.1027054786682128,0.4486472606658935,0.9923774600028992,0.7458178400993347,True
0.2570830583572387,0.3714584708213806,0.9517853260040284,0.8299275040626526,True
0.7610120177268982,0.1194939538836479,0.5279045701026917,1.144363284111023,True
0.7687988877296448,0.115600548684597,0.5165811777114868,1.149677276611328,True
0.0098555088043212,0.4950722455978393,0.9999299645423888,0.6980870962142944,True
0.3056538105010986,0.3471730947494507,0.9315179586410522,0.8576069474220276,True
