pcs,lps,entropy,loss
0.9999825954437256,0.9999912977218628,0.00015883034211583436,0.3132663667201996
0.5528550148010254,0.2235725224018097,0.76663738489151,1.0073039531707764
1.0,1.0,4.1886098756105383e-11,0.31326165795326233
0.9999999403953552,1.0,1.108757146539574e-06,0.31326165795326233
0.09945952892303467,0.45027023553848267,0.9928524494171143,0.7441129684448242
0.9976366758346558,0.9988183379173279,0.013195228762924671,0.3138978183269501
0.6769325733184814,0.8384662866592407,0.6379660367965698,0.41089928150177
1.0,1.0,2.175654145730732e-08,0.31326165795326233
0.9999990463256836,0.9999995231628418,1.0734309398685582e-05,0.3132619261741638
0.9996498227119446,0.9998249411582947,0.002437784569337964,0.31335586309432983
0.9999999403953552,1.0,1.411188463862345e-06,0.31326165795326233
1.0,1.0,4.2233448738215884e-08,0.31326165795326233
0.9553586840629578,0.9776793122291565,0.15427927672863007,0.32546478509902954
0.8588891625404358,0.9294445514678955,0.36799296736717224,0.3532116115093231
0.9997642040252686,0.9998821020126343,0.0017085286090150476,0.31332510709762573
0.9917325377464294,0.9958662986755371,0.03868372365832329,0.3154919147491455
0.9994357228279114,0.9997178912162781,0.0037337264511734247,0.31341344118118286
0.9868761301040649,0.9934380650520325,0.057020653039216995,0.3168082535266876
0.9978514909744263,0.9989257454872131,0.012143902480602264,0.31383997201919556
0.30800557136535645,0.6540027856826782,0.9304423332214355,0.5509562492370605
0.6530078053474426,0.17349611222743988,0.6656401753425598,1.0720325708389282
0.9998989701271057,0.9999494552612305,0.0007935198955237865,0.3132888376712799
0.9991987347602844,0.9995993971824646,0.005099444184452295,0.3134772479534149
1.0,1.0,7.115383482414472e-07,0.31326165795326233
1.0,1.0,7.836238324898659e-09,0.31326165795326233
0.9999803900718689,0.9999902248382568,0.0001776761346263811,0.31326696276664734
0.9999988079071045,0.9999994039535522,1.2938239706272725e-05,0.3132619857788086
0.8955554366111755,0.9477776885032654,0.2957630157470703,0.3424406349658966
0.41019371151924133,0.2949031889438629,0.8749710321426392,0.9191305637359619
1.0,1.0,8.531508968257287e-15,0.31326165795326233
1.0,1.0,7.035977773739432e-07,0.31326165795326233
0.7409360408782959,0.870468020439148,0.5561532974243164,0.389787882566452
1.0,1.0,3.416913196829796e-09,0.31326165795326233
0.9992506504058838,0.9996253252029419,0.004804793745279312,0.3134633004665375
0.7263836860656738,0.8631918430328369,0.5758182406425476,0.3945085406303406
0.9924261569976807,0.9962130784988403,0.03591787442564964,0.3153042495250702
0.9989093542098999,0.99945467710495,0.006697938311845064,0.31355512142181396
0.7105330228805542,0.8552665114402771,0.5965023636817932,0.39970338344573975
0.9958985447883606,0.9979493021965027,0.021268010139465332,0.3143664300441742
1.0,1.0,2.5452049663236142e-18,0.31326165795326233
0.9528836607933044,0.9764418601989746,0.16097763180732727,0.326153039932251
1.0,1.0,2.3290130002351361e-07,0.31326165795326233
0.9999634623527527,0.9999817609786987,0.00031418108846992254,0.31327149271965027
0.9999993443489075,0.9999996423721313,7.35504227122874e-06,0.31326183676719666
0.9997959733009338,0.9998979568481445,0.0014997046673670411,0.31331655383110046
0.9479094743728638,0.9739547371864319,0.17415374517440796,0.32753986120224
1.0,1.0,2.9423743477775214e-16,0.31326165795326233
0.9899005889892578,0.9949502944946289,0.04579395800828934,0.31598788499832153
0.5762491226196289,0.21187542378902435,0.7450522780418396,1.0222177505493164
0.9966375231742859,0.9983187913894653,0.017918555065989494,0.3141670525074005
0.9890550971031189,0.9945275187492371,0.04899107664823532,0.3162170350551605
0.7583463191986084,0.8791731595993042,0.5317329168319702,0.38420090079307556
0.9997389912605286,0.9998694658279419,0.0018722093664109707,0.3133319020271301
0.5296650528907776,0.7648324966430664,0.7869111895561218,0.46298032999038696
0.9855707287788391,0.9927853345870972,0.06170199438929558,0.3171628415584564
0.9999611377716064,0.9999805688858032,0.0003319807874504477,0.3132721185684204
0.11981284618377686,0.5599064230918884,0.9896200895309448,0.6350340247154236
0.999993622303009,0.9999967813491821,6.273445615079254e-05,0.3132633864879608
0.9990675449371338,0.9995337724685669,0.005832277238368988,0.31351253390312195
0.9622798562049866,0.9811398983001709,0.1349913626909256,0.3235468864440918
0.31327393651008606,0.3433630168437958,0.9280005693435669,0.8620017766952515
0.7841517329216003,0.8920758962631226,0.4936226010322571,0.37604090571403503
0.9964935183525085,0.9982467889785767,0.01857958547770977,0.3142058849334717
0.9999815821647644,0.9999908208847046,0.0001675614039413631,0.3132666051387787
0.7447488903999329,0.8723744750022888,0.5508900880813599,0.38855868577957153
0.9269891977310181,0.963494598865509,0.2260335087776184,0.33342716097831726
0.9862685799598694,0.9931342601776123,0.05921059101819992,0.3169732391834259
0.552737832069397,0.2236310988664627,0.7667425870895386,1.0072295665740967
0.9981658458709717,0.9990829229354858,0.01057622954249382,0.3137553036212921
0.9986383318901062,0.9993191957473755,0.008144548162817955,0.3136281371116638
0.870535671710968,0.9352678060531616,0.3459502160549164,0.34976011514663696
0.9999898076057434,0.9999948740005493,9.668825805420056e-05,0.3132644295692444
0.38465607166290283,0.6923280358314514,0.8904678225517273,0.5192012786865234
1.0,1.0,2.225846316150637e-07,0.31326165795326233
0.9999879002571106,0.9999939203262329,0.00011317505413899198,0.31326496601104736
0.04940897226333618,0.5247044563293457,0.9982383847236633,0.6687477827072144
0.9878194332122803,0.9939097166061401,0.05357980355620384,0.31655219197273254
0.7492337226867676,0.8746168613433838,0.5446391105651855,0.3871169686317444
0.9999570846557617,0.9999785423278809,0.00036361190723255277,0.31327325105667114
0.9999997019767761,0.9999998807907104,4.065182110934984e-06,0.3132617473602295
0.9996340870857239,0.9998170733451843,0.0025357224512845278,0.3133601248264313
0.9999995827674866,0.9999997615814209,4.445193553692661e-06,0.31326183676719666
0.9338950514793396,0.9669474959373474,0.2094760537147522,0.3314739763736725
0.23442968726158142,0.3827851712703705,0.9599853754043579,0.8172160387039185
0.31159812211990356,0.3442009687423706,0.928782045841217,0.861034095287323
0.9999859929084778,0.9999929666519165,0.000129656313220039,0.31326547265052795
0.8956098556518555,0.9478049278259277,0.2956492304801941,0.34242480993270874
0.6110910773277283,0.8055455088615417,0.7106974124908447,0.4335719347000122
0.43586984276771545,0.7179349064826965,0.8582494258880615,0.49877437949180603
0.9998264312744141,0.999913215637207,0.0012959707528352737,0.31330835819244385
0.4923831820487976,0.7461915612220764,0.8172587156295776,0.4769594669342041
0.22651001811027527,0.38674500584602356,0.9626667499542236,0.8128018379211426
0.9986733794212341,0.9993366599082947,0.007959464564919472,0.31361863017082214
0.9998519420623779,0.999925971031189,0.0011229236843064427,0.3133014738559723
0.845219075679779,0.9226095676422119,0.39291685819625854,0.3572990298271179
0.9998841285705566,0.9999420642852783,0.0008988779154606164,0.31329286098480225
0.9977535009384155,0.9988767504692078,0.012625487521290779,0.31386637687683105
0.12146282196044922,0.5607314109802246,0.9893314838409424,0.6342587471008301
0.9967440366744995,0.9983720183372498,0.017426393926143646,0.31413841247558594
0.9883386492729187,0.9941693544387817,0.051663532853126526,0.3164113163948059
