pcs,lps,entropy,loss,judge_fairness,judge_correctness
0.999991238117218,0.9999955892562866,8.427762804785743e-05,0.3132641017436981,non-broken,non-broken
0.9999918937683104,0.9999959468841552,7.813791307853535e-05,0.3132639229297638,non-broken,non-broken
0.1640269160270691,0.5820134878158569,0.980504274368286,0.6144930124282837,repaired,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
1.0,1.0,1.3732763814999771e-09,0.3132616579532623,broken,non-broken
0.2604731917381286,0.6302366256713867,0.9504902362823486,0.5713675022125244,repaired,non-broken
0.999496579170227,0.9997482895851136,0.0033726503606885,0.313397079706192,broken,non-broken
0.7206365466117859,0.8603182435035706,0.5834046602249146,0.3963857293128967,broken,non-broken
1.0,1.0,4.61170728272009e-08,0.3132616579532623,non-broken,non-broken
0.9999998211860656,0.9999998807907104,1.7570114323461894e-06,0.3132617473602295,non-broken,non-broken
0.9999992847442628,0.9999996423721312,8.692297342349775e-06,0.3132619261741638,non-broken,non-broken
1.0,1.0,2.0656426222287472e-11,0.3132616579532623,non-broken,non-broken
0.9759234189987184,0.9879617094993592,0.0940214022994041,0.3197940587997436,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
0.8794589638710022,0.9397295117378236,0.3285179138183594,0.3471347391605377,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
0.9958080649375916,0.9979040622711182,0.0216711368411779,0.3143908083438873,non-broken,non-broken
0.9612535238265992,0.9806267619132996,0.1379069089889526,0.323830634355545,non-broken,non-broken
0.9960840344429016,0.9980419874191284,0.020436841994524,0.3143163919448852,non-broken,non-broken
0.9893588423728944,0.9946793913841248,0.0478480793535709,0.3161346614360809,non-broken,non-broken
0.0698969662189483,0.4650515019893646,0.996472954750061,0.7287062406539917,repaired,repaired
0.2719147503376007,0.3640426099300384,0.9459877610206604,0.8383184671401978,repaired,non-repaired
0.9894463419914246,0.9947232007980348,0.0475179776549339,0.3161110281944275,non-broken,non-broken
1.0,1.0,1.6437949853974258e-17,0.3132616579532623,non-broken,non-broken
1.0,1.0,9.421898985295825e-21,0.3132616579532623,broken,non-broken
0.9999595284461976,0.9999797344207764,0.0003446071059443,0.3132725358009338,non-broken,non-broken
1.0,1.0,5.0234979614679e-14,0.3132616579532623,non-broken,non-broken
0.7813358306884766,0.8906679153442383,0.4978980422019958,0.3769243955612182,broken,non-broken
0.9827569127082824,0.9913784265518188,0.0715095549821853,0.3179283738136291,non-broken,non-broken
0.2159940600395202,0.6079970598220825,0.9660799503326416,0.590970516204834,repaired,non-broken
1.0,1.0,1.6746171710066947e-14,0.3132616579532623,broken,non-broken
1.0,1.0,1.939904237246992e-08,0.3132616579532623,non-broken,non-broken
0.4749243855476379,0.7374621629714966,0.8305518627166748,0.4836180508136749,non-repaired,non-broken
1.0,1.0,2.844580688247868e-16,0.3132616579532623,non-broken,non-broken
0.998406946659088,0.9992035031318665,0.0093484930694103,0.3136903345584869,non-broken,non-broken
0.9858232736587524,0.9929116368293762,0.0608033165335655,0.3170941770076751,non-broken,non-broken
0.9978106021881104,0.9989053010940552,0.0123453382402658,0.3138509392738342,non-broken,non-broken
0.9999993443489076,0.9999996423721312,7.164097951317672e-06,0.3132618367671966,broken,non-broken
0.8452708721160889,0.9226354360580444,0.3928243219852447,0.3572834432125091,broken,non-broken
1.0,1.0,9.57506383209017e-12,0.3132616579532623,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
0.9887278079986572,0.9943639039993286,0.0502159111201763,0.3163057565689087,non-broken,non-broken
0.999974489212036,0.999987244606018,0.0002261599438497,0.3132685422897339,broken,non-broken
0.9999983310699464,0.9999991655349731,1.841297489590943e-05,0.3132621645927429,non-broken,non-broken
1.0,1.0,4.2640367690742486e-13,0.3132616579532623,non-broken,non-broken
0.9999857544898988,0.999992847442627,0.0001316743291681,0.3132654726505279,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
1.0,1.0,1.4404665904521607e-08,0.3132616579532623,non-broken,non-broken
0.5839545130729675,0.7919772267341614,0.737686276435852,0.4432030618190765,repaired,non-broken
0.5073162317276001,0.7536581158638,0.8054285049438477,0.4713210761547088,broken,non-broken
1.0,1.0,4.811815657035368e-08,0.3132616579532623,non-broken,non-broken
0.9999554753303528,0.999977707862854,0.0003761990810744,0.3132736682891845,non-broken,non-broken
0.9999382495880128,0.9999691247940063,0.000507193210069,0.3132782876491546,broken,non-broken
0.9733881950378418,0.9866940975189208,0.1019877269864082,0.3204886317253113,non-broken,non-broken
0.9998736381530762,0.999936819076538,0.0009726971038617,0.3132956326007843,non-broken,non-broken
0.7231776714324951,0.8615888357162476,0.5800625681877136,0.3955548405647278,broken,non-broken
0.9930278062820436,0.9965139031410216,0.0334816426038742,0.3151415884494781,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,non-broken
0.4847482442855835,0.7423741221427917,0.8231426477432251,0.4798625111579895,repaired,non-broken
0.9999967217445374,0.9999983310699464,3.388662662473507e-05,0.3132625222206116,non-broken,non-broken
0.9543228149414062,0.9771614074707032,0.1570945978164672,0.3257527351379394,broken,broken
0.9247718453407288,0.962385892868042,0.231243759393692,0.3340564370155334,broken,non-broken
0.2417384982109069,0.3791307806968689,0.9574257731437684,0.8213034272193909,broken,non-repaired
0.9555328488349916,0.9777663946151732,0.1538041085004806,0.3254164755344391,non-broken,non-broken
0.999826431274414,0.999913215637207,0.0012961302418261,0.3133083581924438,non-broken,non-broken
0.6912591457366943,0.8456295728683472,0.6206700801849365,0.4060948193073272,broken,non-broken
0.7840821743011475,0.8920410871505737,0.4937285482883453,0.3760627806186676,repaired,non-broken
0.9998254776000975,0.9999127388000488,0.0013027762761339,0.3133086264133453,broken,non-broken
0.3281086385250091,0.3359456956386566,0.9208860397338868,0.8705984354019165,non-repaired,non-repaired
0.2517736852169037,0.3741131722927093,0.9537780284881592,0.8269369602203369,broken,repaired
0.9999906420707704,0.9999953508377076,8.993364463094622e-05,0.3132641911506653,non-broken,non-broken
0.9905818104743958,0.9952908754348756,0.0431805960834026,0.3158033490180969,non-broken,non-broken
0.8320604562759399,0.91603022813797,0.4160147905349731,0.3612706363201141,non-broken,non-broken
